Rank,Player,Rank Score,Level,Kills,Season 17 Wins,Winning Kills,Kills As Kill Leader,Damage,Headshots,Matches Played,Times Top 3
970,TBH_FrenzY,31311,826,,,,,,,,
971,ClaneSZN,31310,1429,,,,3254.0,9393343.0,,,
972,Messwey,31305,938,,,,,,,,
973,SES Motivfury,31302,746,,,,,,,6256.0,
974,VloneDontae,31301,589,,,,,,,,
975,Skyrvy,31294,731,,,,,,,,
976,uWu_WOOKiExTTv,31284,1089,,,,,,,,
977,Alex Romack,31276,977,,,,,,,,
978,Simply SkyZ,31254,1950,,,244.0,,,,,
979,techro,31233,962,46287.0,73.0,,,11482359.0,,,
980,HeHeHe_heret1c,31224,781,,,,,,,,
981,@Eyeluding,31220,932,,,,,,,,
982,griefed you,31200,3616,57390.0,,,2947.0,11090904.0,31875.0,,
983,gemtears,31180,755,,,,,,,,
984,mfchris-,31153,987,,,,,,,,
984,LoCoRoLaNd-TV,31153,744,,,,,,,,
986,Goody Groovy,31132,798,,,,,,,,
987,rFaide,31123,3102,137230.0,,,,31559523.0,234015.0,,5152.0
988,King Vegeta,31117,543,,,,,,,,
989,MerekatOG,31112,539,,,,,,,,
990,vThraxxx,31105,1510,,10.0,,,,,,
991,Bob,31104,911,,,,,9420089.0,,,
992,aerobryce,31076,1498,,121.0,,,,,,668.0
993,IronHoop,31072,756,,,,,,,,
994,PouponMiChes,31067,727,,,,,,,,
995,Explocivo808,31058,987,,,,,,,,
996,BillyBagith,31056,697,,,,,,,,899.0
997,SabosFire TTV,31033,745,,,,,,,,
998,SpillsOG,31026,892,,,,,,,,
999,Coastiin__,31015,883,,,,,,,,
1000,Kintuks7_,31009,1115,,31.0,,,,,,
1001,seven,31003,682,,,,,,,,
1002,Randyogx_,31001,1789,,,,,,,,
1003,TTV Jaqked,30983,825,,0.0,,,,,,
1004,@Vezz,30955,717,,,,,,,,
1005,ImperialSKEL,30953,1202,,,,,,,,
1006,twitch | shinipc,30939,1011,74557.0,,,,10246992.0,,,
1007,DeThDeALr42o,30930,1492,,,,,,,,
1008,ojeda_27,30906,1017,,0.0,,,,,,
1009,The Sweaty Serb,30891,1441,,,,,,,,
1010,MattPickett,30793,2463,44000.0,,,,,,,
1011,eX-_-benji,30777,1590,48831.0,67.0,,,11109471.0,35165.0,,
1012,G0dLoLuMadTtv,30773,1245,,,,,,,,
1013,Quinny,30766,621,,,,,,,,
1014,Mokwayo,30742,754,,,,,,,,
1015,sKPsycho,30729,1542,45176.0,,,,,,,
1016,Efficixncy,30726,1010,,,,,,,,
1017,o7,30721,1104,,,,,,,,
1018,MaliqueHump,30718,1234,,,,,,,14387.0,1939.0
1019,Stud Legacy,30708,729,,,,,,,,
1020,Junyatsu,30677,961,,,,,,,,
1021,cColossus,30673,154,,,,,,,,
1022,Banksy,30669,643,,,,,,,,
1023,Snapjaw1243,30656,1323,,,,,,,,
1024,gbgLyft,30650,987,,,,3161.0,,41668.0,7886.0,
1024,Lefty,30650,562,,,,2175.0,,,,
1026,CLETE SENSEI,30644,1807,,,,2491.0,9401388.0,53081.0,,
1027,llamaboywonder,30590,1300,,,,,,,,
1028,Dabwards3280,30587,1173,,,,,,,,
1029,Vazdara,30561,799,,10.0,,,,,,
1030,killershooter53,30545,185,,,,,,,,
1031,Lojaal,30536,822,,,,,,,,
1032,ItsButo,30533,563,,,,,,,,
1033,PercSixty,30507,714,,,,,,,,
1034,Djw2335,30501,737,,,,,,,,
1035,Videogamefreak,30481,968,,,,,,,7722.0,
1036,SlipperyBoi0469,30468,782,,,,,,,,
1037,chxmcd,30453,1173,,,,,,,,
1038,gold_out_dragon,30439,778,,,,,,,,
1039,Xwtiii6819,30424,2112,,,,,9619012.0,,,
1040,Wolverines50_TTV,30413,1447,,,,,,,8635.0,1569.0
1041,Baka_B0cchi,30407,819,,,,,,,,
1042,Ares2192,30404,936,,,,,,,6606.0,951.0
1043,Tokoyakii,30397,809,,,,,,,,
1044,mystic_veteran13,30378,1526,,,,,,,,
1045,q_majin,30361,918,,,,,,,,
1045,Quiijii,30361,699,,,,,,31923.0,,
1047,kazir,30345,940,,,,,,,,
1048,EGO Overlord,30342,1050,,,,,,,,
1049,K90V4Y,30334,1354,62010.0,,,5912.0,12683228.0,36808.0,,
1050,AsTralprojet,30326,1906,,,,,,,,
1051,I Exontu I,30313,405,,,,,,,,
1052,ClappyD,30302,812,,,,,,,,
1053,Shirassu,30296,902,,,,,,,,
1054,Chiefyy,30278,836,,,,,,,,
1055,CJWoodington,30272,1050,,,,2345.0,,38128.0,,
1056,SimpleSimps,30256,1819,,,,,,,8152.0,2036.0
1057,TigerSwarm54,30255,1418,,,,,,,,
1057,not_Zaralynn,30255,1138,,,,,,,,
1059,XF Flaunty,30223,2612,,,,,15579496.0,,,
1060,KeefuI,30211,445,,,,,,,,
1061,ShadedSpeedy,30204,743,,,,,,,,
1062,XSaltCreepX,30188,3547,54130.0,,,,10011608.0,,,
1063,oGhostify_,30185,974,,7.0,,,,,4553.0,
1064,@Scxzrr,30183,1011,,,,,,,,
1065,RedVeins559,30182,978,,,,,,,,
1066,Iconic,30168,3374,70137.0,,,6765.0,18287348.0,53620.0,,
1067,TTV_PunStayzTru,30149,5106,91511.0,,,,22374352.0,,,
1068,KrazyCracked,30131,708,,,,,,,,
1069,Xiaozs YT,30127,1485,,27.0,,1890.0,,,5354.0,
1070,kara,30120,977,,,,,,,,
1071,Sense Jesus,30119,1134,,,,,,,,
1072,ImSmokinATM,30114,1234,,,,,,,,
1073,Rosnia | Twitch,30110,1073,,,,,,,7058.0,956.0
1074,sX Brady,30101,908,,,,,,,,
1075,stone,30091,832,,,,,,,,
1076,RVN_RebelTV,30082,971,,,,,,,,
1077,Entendre_Tv,30077,816,,,,,,,,
1078,Chaotic3337,30064,586,,,,,,,,
1079,YokedKuuu,30062,3370,40808.0,,,,12620537.0,,29879.0,4503.0
1080,SOO_GUD818,30060,1268,56316.0,,,,,,,
1081,Kingnoodin,30055,1816,,,39.0,,,,,
1082,Check7_7mate,30031,807,,,,,,,,
1083,Conch onWii,30027,1496,,,,,,,,
1084,ImViibin,30019,498,,,,,,,,
1085,IvanElTerrible,30013,902,,,,,,,,
1086,Hold My Zem,29987,1498,49559.0,10.0,,,,,6015.0,5034.0
1087,ExDestroyer-,29977,694,,,,,,,,
1087,z NeWYorK x,29977,522,,,,,,,,
1087,rccn,29977,866,,,,,,,,
1090,EpikCow,29971,630,,,,,,,,
1091,Kennology_twitch,29956,757,,,,,,,,
1092,mitch,29945,965,,,,,,,,
1092,iTs_LOUiiEtv,29945,2439,58349.0,,,,14161732.0,38300.0,,
1094,Gen,29932,924,,,,,,,,
1095,EightyPegasus12,29925,1239,,0.0,,,10722435.0,36725.0,,
1096,Styles V,29923,856,,,,,,,5308.0,
1097,nobell___,29918,932,,,,,,,,
1098,Aestus,29912,1237,,,,,,,,
1099,Mr PsychoTTv,29899,706,,,,,,,,
1100,DISS_RogueWolf98,29890,1800,,,,,,,,
1101,JohnnyPriceTV,29855,1477,,,,,,,,
1102,Ayy_CLAWS,29854,744,,,,,,,,
1103,iCreatineTv,29837,1385,45460.0,,,,,59641.0,,
1104,Juiryo,29828,983,,,42.0,,,,,
1105,play,29785,837,,92.0,,,,,,
1106,ConJenki92,29704,821,,,,,,,,
1107,TerminalValent,29700,691,,,,,,,,
1108,DED Zebra,29686,991,,,,,,,,
1109,VapingColors,29672,1616,,,,,12866556.0,,,
1110,Nasklar_,29656,2072,40632.0,,,,11635644.0,,10602.0,
1111,Peep the Sweep,29640,928,,44.0,,,,,,
1112,ClayDoolie,29637,1181,,,,,,,,
1113,Null Fivez,29630,1935,,,,,10875553.0,,,628.0
1114,-MadeInHeaven,29628,300,,,,,,,,
1115,MIGHTYKAY6969,29616,628,,,,,,,,
1115,Himothy,29616,489,,,,,,,,
1117,EYPHKAA,29615,914,,,,,,,,
1118,Treysgotbigmoney,29608,1032,,,,,,,9898.0,1880.0
1119,EpicBeamz,29605,1758,48214.0,,,2316.0,12915022.0,,10475.0,
1120,Call_Me_Uncle_T_,29601,1737,,,,,,33978.0,,
1121,FitzCity22,29593,1253,,,,,,,,
1122,FifthPartyTV,29590,1870,,,,,,,,
1123,DrippySANE,29542,732,,,,,,,,
1124,Dazychain-FB,29518,3281,52645.0,,919.0,2267.0,13504138.0,55485.0,,1668.0
1125,DankLandBeyond,29501,818,,4.0,,,,,,
1126,m1skiboy_yt,29479,923,,,,,,,,
1127,ItzNotAdam1000,29477,2545,48864.0,20.0,,,13504295.0,70863.0,,2387.0
1128,CoffinMK4,29463,855,,,,,,,,
1129,TeaHCiToad,29456,930,,,,,,,,
1130,COMPLY XI,29455,1219,,36.0,,,,,,
1131,robishow,29450,856,,,,,,,,
1132,&lt;3,29445,1337,,,,,,,,
1133,Baguzarelli,29443,3921,102290.0,,1436.0,22893.0,18439612.0,79858.0,,
1134,Wlvc,29421,406,,,,,,,,
1135,MPham I Am,29413,898,,,,,,,,
1136,Zer0,29410,644,,7.0,,,,,,
1137,RemixTheDon,29396,3459,55898.0,,,2010.0,16255417.0,,,
1138,ColdWetLasagna,29394,1634,,,,,,,,
1139,S4ints,29386,450,,51.0,,,,,,
1140,lHoaxx,29381,970,,,,,,,,
1141,ZDavis,29373,867,,,,,,,,
1142,Ninja Rampage,29368,1017,,,,,,,,
1143,McLemur TTV,29360,3501,86361.0,,,,16830416.0,75866.0,,4160.0
1144,Amoeba1886,29357,743,,,,,,,,
1144,Soggywutang,29357,1230,,,,,,,,
1146,creeperops,29356,660,,,,,,,,
1147,MX7 Vital,29350,392,,,,,,,,
1148,Open Blinds,29296,1428,,,,,,36017.0,,
1149,yeehawlics,29290,837,,,,,14995590.0,39735.0,,
1150,RonDoM CLuTcH,29283,2239,,,,,,,,
1151,cCleptic,29255,649,,,,,,,,
1152,GOTAY-PR23,29246,690,,,,,,,,
1153,Main_Man_Mike44,29217,1171,,,,,,,,
1154,Ioccu,29209,1245,,,137.0,,,,,
1155,xYbnSaturn,29180,1554,53031.0,,,10717.0,12509881.0,38760.0,,
1156,RE4L BL4ZE,29179,1986,,,,,,,,
1157,ghostkilla42087,29174,979,,,,,,,,
1158,I smxir I,29172,234,,,,,,,,
1158,E a a a r l,29172,2343,,,,,,,,
1160,VOD BABAYAGA,29169,2050,,,,,,,,
1160,PK__Ant31k,29169,928,,,,,,,,
1162,Fubsey nR,29156,736,,,,,,,,
1163,Tikkali,29148,597,,,,,,,,
1164,IC Bushi,29147,831,,,,,,,,
1165,ApatheticRN,29146,1294,40616.0,14.0,,,11352295.0,,,
1166,SheLuvskey420,29140,1524,,,,,,,,
1167,Attorne,29136,639,,,,,,,,
1168,loot goblin,29116,847,,,,,,,,
1169,I0Izz,29103,2488,54544.0,,,3983.0,15807602.0,,4986.0,
1170,Emotiionzzzz,29091,1696,,,,,,39168.0,,
1171,BeezlebubTikTok,29086,970,,,,,,,,
1172,Beanbread69,29085,1847,,,,,,,,
1173,qk BANG,29084,1971,,,,2895.0,9752687.0,,,
1174,mimicry,29076,783,,,,,,,,
1175,TrustGucci,29063,882,,,,,,,,
1176,trevor9rovert,29062,1665,,,,,,,,
1177,MarioJay on Kick,29051,1081,,,,,,,,
1178,Esco Fresco,29050,863,,4.0,,,,,,
1179,Resentfulz,29039,306,,,,,,,,
1180,Real Liberty,29034,769,,,,,,,,750.0
1181,qJxlly,29028,1260,,,,,,,,
1182,RelFPS,29014,1107,,,,,,,,
1182,The 4 for 4,29014,2420,,,,,10170315.0,,,1229.0
1184,FullSendBroski,28982,1585,,,,,,,,
1185,xSRx TheRipperX,28976,1534,43753.0,,,,,59475.0,,
1186,FeaR_Tokeyo,28961,878,,,,,,,,
1187,blazeitupits420,28960,660,,,,,,,,
1188,TubOfKittens TTV,28952,905,,,,,,,,
1189,KingPurpTV,28943,3722,48657.0,,,3035.0,13617844.0,55137.0,,3241.0
1190,G1TWR3KT,28942,1722,,,,,,,6425.0,1307.0
1191,KilonseTV,28932,2106,,,,,,,,
1192,AV AstroStardust,28926,929,,,,,,,,
1193,BD_Stand_By_Leo,28881,1491,,,,,,,,
1194,MitsuKris,28871,1023,,,,,,,,
1195,Golfersons,28870,2147,,,,,,,,
1196,EEMG Gambit,28867,1360,,,,,,,,
1197,BURRITOKILLA_TTV,28854,1131,,,,,,,7768.0,1186.0
1198,Jeremy,28852,880,,,,,,,,
1199,TeX NigHTMaRe,28843,858,,,,,,,,1098.0
1200,Fye Dat,28831,784,,,,,,,,
1201,FTP FIDDY,28828,1489,,,310.0,,,,,1095.0
1202,OutragedSoul,28767,1668,,,,,,,,
1203,TwitchPelicahn,28753,2690,95481.0,,,15855.0,22135996.0,104445.0,18860.0,
1204,MATCH1N,28747,1151,86211.0,,1361.0,21950.0,17586307.0,,,
1205,zen kash,28744,1114,,,,,,,,
1206,Aphters,28730,1419,,,,,,,,
1206,LowkeyDisgusting,28730,2103,,4.0,,,,,,
1206,XxCiRocFloW,28730,924,,,,,,,,
1209,Go Stay True,28727,841,,,,,,,,
1210,cwcspicysauce,28715,2414,41254.0,,127.0,,,40120.0,,1003.0
1211,x SURG3ON x,28713,727,,,,,,,,
1212,rezgleesh,28712,1019,,,,,,,,
1213,lynx_kilo,28673,902,,,,,,,,
1214,Soulfuly,28664,869,,,,,,,,
1215,Dumber,28658,3681,108059.0,,,,21719596.0,,,
1216,Xikor_,28637,3776,118681.0,,,,30726853.0,116516.0,,
1217,ExO POMSKYS,28622,5173,110325.0,98.0,,,,134312.0,17527.0,
1218,Ra Horus Haru,28619,1352,,,,,,,,
1219,ColedAsicee,28611,2438,,,,,,,,
1220,Parmfps_,28600,1603,,,,,10326869.0,38176.0,,620.0
1220,SageModeIss_TTV,28600,1047,,,,,,,,
1222,Sneaky_Deadshot5,28591,713,,,,,,,,
1223,Swerve,28589,1185,,71.0,,,9856255.0,,,
1224,Marcjaacobs_,28587,872,,,,,,,,
1225,k00kslams,28580,1225,,,,,,,,
1226,David the ghost,28565,742,,,,1833.0,,,,
1227,HighIey,28551,687,,,,,,,,
1228,Auynno,28529,652,,,,,,,,
1229,justinapes,28507,539,43412.0,,,,,49191.0,,
1230,PeopleTryMe,28502,1595,,,,,,,,
1231,T0xicDefiantTv,28497,1002,,,,,,,12021.0,859.0
1232,Hauntiful,28488,3665,57945.0,,,,16011413.0,70282.0,,
1233,xLucaK,28480,716,,,,,,,5721.0,
1234,Soul YT,28477,1221,,,,,,,,
1235,AE ZarckLee,28474,2753,,,,,,51429.0,,
1236,BunniiiOG,28473,2588,,,,,,,,
1237,PASSllN,28468,668,,,,,,,,
1238,@CeezPenguino,28459,928,,,,,11463335.0,34385.0,4556.0,1275.0
1239,XtraOrdynariNemo,28441,1023,,,,,,,,
1240,Whiskers1996TTV,28436,4974,73794.0,,,,15867379.0,,,
1241,inefABLEkenDALL,28435,693,,,,,,,,
1242,BEASTKILLERX117,28430,826,,,,,,,,
1243,Hades Desire,28429,2130,,36.0,,,,,19211.0,
1244,Above Faded,28428,2550,56768.0,,,,16858736.0,75567.0,,
1245,SoyKahlo,28426,847,,30.0,,,,,,
1245,TheRattpackx,28426,3740,90071.0,,,12908.0,23761348.0,,,
1247,Dreamy Tip,28425,442,,,,,,,,
1248,REMEMBER,28424,630,,,,,,,,
1249,F618,28420,1181,,,,,,,,
1250,ChaoticZGod,28410,505,,,,,,,,
1251,Menzo71,28407,1103,,13.0,183.0,,,,,708.0
1252,Zestybouu,28405,1820,,,,5055.0,11044773.0,61276.0,11380.0,
1252,FearIez-,28405,1042,,,,,,,,
1254,God_Odin_69,28384,957,,,,,,,,
1255,BLA4ZEE,28380,1712,,,,,,,,
1256,BlubberGrub,28378,885,,,,,,,,
1257,iPredatoRxTV,28374,3492,68411.0,14.0,,8267.0,,59441.0,,
1258,Souls111,28365,860,,,,,,,,
1259,FaZe Bluefille,28354,1118,,,,,,,,
1260,runz_wit_sizors,28352,905,,,,,,,,
1261,DaddyBadger5498,28350,1016,,,,,,,,
1261,@MursenaryCJ,28350,1457,,,,,,,,
1263,Nulamu,28348,774,,6.0,,,,,,
1264,omertaflame,28342,731,,,,,,,,
1264,AvWoN TTV | KICK,28342,1862,,,,,,,,
1266,FenrirReki,28334,1099,,,,,,,,
1267,Gloup,28333,839,,,,,,,,
1268,EGKC,28329,980,,,,,,,,
1269,BlurrFlavorz,28328,2891,63052.0,,,,16127065.0,,,
1270,GetToBamBoozling,28320,1084,,,,,,,,741.0
1271,FootballEngineer,28309,1886,,,,,,,,
1272,L4ceUp20,28305,1028,,,,,,,,
1273,dxrqq,28298,724,,,,,,,,
1274,iT0MYUNTV,28242,2422,,69.0,,,18217653.0,53640.0,,
1275,BTWitsLogan,28230,903,,,,,,,,
1276,Gig Bonads,28200,1976,,,,,,,,
1277,GrandReaper_Soul,28188,663,,,,,,,,
1278,sauceror,28185,892,52414.0,,,,,,,636.0
1279,swannyandquags,28162,794,,,,,,,,
1280,Esidsi,28160,1072,,,,,,,,
1280,Cfzhu,28160,235,,,,,,,,
1282,Astriaxx,28159,1365,,113.0,,2463.0,9638624.0,52046.0,,
1282,Frost29,28159,818,,,,,,,,
1284,MexiCamo,28143,637,,,,,,,,
1284,IRestrictedPath,28143,2149,,,,,,,9376.0,1020.0
1284,XxBlackShadow3x,28143,1301,,,,,,,,
1287,iiPabloo,28140,789,,,,,,,,
1288,Mist killed u,28135,727,,,,,,,,
1289,RvstyYouTube,28134,5544,97332.0,,3164.0,,25310790.0,116654.0,,1782.0
1290,o Mr Thief,28127,1780,,,,,10177975.0,,,
1291,zachandbro,28119,1051,,,,,,,,
1292,ItzChuxky,28117,1796,,,,,,,,
1293,DazedButter,28104,1018,,,,,,,,
1294,Eternal_Blue13,28103,1917,43853.0,,,,13326671.0,41456.0,,
1295,ChocoPapi215,28102,850,,,,,,,,
1296,ttvTGxNightshade,28090,1169,,,,,,,6121.0,682.0
1297,kemikv,28089,711,,,,,,,,
1298,aLittlefield,28083,1008,,,,,,,4546.0,772.0
1299,Coleman240,28078,278,,13.0,,,,,,
1300,HamlinGGs,28074,857,,,,,,,,
1301,MANIE,28069,765,,,,,,,,
1302,DIRTY2TEK,28068,908,,,,,,,,
1303,ebarnes_,28065,895,,,,,,,,
1303,KBrayden,28065,1816,,,,,,,,
1305,LeiasBathRobe,28062,2531,56928.0,,487.0,8513.0,11484256.0,38412.0,,
1306,Zadrizzy,28059,995,55173.0,79.0,,4994.0,11448422.0,,10606.0,990.0
1307,SHEESH stick,28057,3028,47160.0,,,,13350612.0,73688.0,,5184.0
1308,Phoenix,28053,1061,,,,,,,,
1309,Deejeroo,28052,3411,50658.0,,,,13897807.0,,,
1310,Chill_X_kill,28045,948,,,,,,,,634.0
1311,Luvtuo,28044,954,,,,,,,,
1312,Christo-The-Con,28042,833,,,,,,,,
1313,Polaroid Pro,28039,1318,,,,,,,,
1314,llezyll,28038,786,,,,,,,,
1315,Corners,28034,1596,,,,,,,,
1316,Olumis,28024,905,,,,,,,,
1317,Dragon1235341,28023,858,,,,,,,,
1318,P1SM,28017,626,,14.0,,,,,,
1319,Nutty Yo,28015,635,,,,,,,,
1320,xKiLLA,28012,1089,,,,,,,,
1321,TheBryceMan4,28000,863,,13.0,,,,,,
1322,Avenged_Savior_,27987,818,,,,,,,,
1323,baconflapjackz,27971,838,,,,,,,,
1323,Lfml,27971,2200,,,253.0,,,,,
1325,TTV_Hero_OUT_,27968,2684,,,326.0,,,,,
1326,HadesOn60ping,27965,1166,,,,,,,,
1327,Element_JW,27946,1181,,3.0,,,,,,
1328,InfectedJello,27931,1543,73721.0,,,,19664599.0,43600.0,,
1329,Hellvor_,27928,548,,,45.0,,,,,
1330,FunnjLuu,27925,725,,,,,,,,
1331,Majin_Doo,27923,920,,,,,,,,
1332,G_Eye_93,27919,2032,,10.0,,,,,,1934.0
1333,Lorenzo9106,27918,418,,,,,,,,
1334,Enola Bee,27909,1286,,,,,,,,
1335,flayes,27907,962,,,,,,,,
1336,CheicoGotGame,27901,910,,,,,,,,
1337,stphgators,27899,2397,,3.0,,,11829371.0,,,
1338,aLeekk,27898,1632,,,,,,,,
1339,z33Ars_,27896,712,,,,,,,,
1340,AITakane,27889,1449,,,,,,,,
1341,ZEKO EON,27877,2322,,,46.0,,,,,
1342,Oops_Merkoo,27875,909,,,,3392.0,,,,
1343,JerkyGmob,27874,799,,,,,,,,
1344,ImJayzey,27863,857,,,,,,,,
1345,XaviPR151,27852,1729,,,,,,,,
1346,IzzpotRSI,27846,1807,,248.0,,5383.0,,,13052.0,
1347,pEZAHd,27843,2403,53959.0,,138.0,2118.0,16012520.0,34410.0,,
1348,mario,27841,498,,,,,,,,
1349,xNovahkiinx,27839,940,,,,,,,,
1350,GreengamerBoi08,27838,651,,,,,,,,
1351,YangTimes,27830,794,,,,,,,,
1352,xChiefTTv,27826,2452,,,,,,33450.0,,
1353,lIRoxyzzll,27824,701,,,,,,,,
1354,N0Pass1on,27811,892,,,,,,,,
1355,RAVENSJ,27796,894,,,,,,,,
1356,LXT Blade,27794,644,,,,,,,,
1356,Jesus 1V,27794,881,,,,,,,,
1358,Vksinstar,27786,698,,,,,,,,
1359,aSmrtAss4u,27781,1183,,,,,,,,
1360,TTV_SymsiGG,27772,620,,,,,,,,
1361,GOAT-LUNATICZ,27770,630,,,,,,,,
1362,SEVEYN-,27767,1018,,,,,,,7453.0,1426.0
1363,DNAGamingxFB,27760,2293,44164.0,,,,13720775.0,39670.0,10792.0,2576.0
1364,IcyG591934,27749,1638,,,,,,32511.0,,
1365,OMWStepBro,27747,1309,,,,,,42597.0,,1036.0
1366,slumpedwalk23,27740,2042,,,,,,,,
1367,OnlyTheShady,27738,717,,,,,,,,
1368,Dew__Bee,27736,743,,,,,,,,
1369,Ping Nemesis,27734,515,,,,,,,,
1370,ct3q,27723,554,,,,,,,,
1371,XcaLiBeR-,27715,1643,,,,,,,,
1372,Rampart isOP,27714,1727,,,,,,,,
1373,nice 3 stack,27709,1575,,,,,,,,
1374,ThreeFiddy,27694,399,,10.0,,,,,,
1375,i_JiLES,27689,874,,,,,,,,
1376,SilllverDemon,27686,1856,,,,,,,12365.0,1610.0
1377,EICompaBenny,27676,1562,,,,,,,,
1377,Ameika M450N,27676,1360,,7.0,,,,,,
1379,FemI3oys,27674,2250,96713.0,,908.0,4203.0,23182554.0,86813.0,6041.0,
1380,Fencinqq,27672,1298,,,,,,,,
1380,EndlesslyNuking,27672,643,,,,3431.0,,,,
1382,INAPCITY,27671,1588,,,,,,,,
1383,DomepopshotTTV,27669,917,58193.0,,,,,,,852.0
1384,Legends904,27660,855,,,,,,,,
1385,KMN_Tsukino_LOG,27653,822,,,,,,,,
1386,Mistinify,27650,1829,,,,2065.0,,42974.0,6913.0,
1387,@BeardedGregU,27649,1037,,38.0,,,,,,
1388,RRCxSosa_,27638,1415,,,,1928.0,,45975.0,10328.0,2102.0
1389,CTB Tweak,27634,1070,,,,,,,,
1390,Foxology__,27633,1728,,,,,,,,
1391,@vJazmyn,27628,1380,52538.0,,,7594.0,11076152.0,50935.0,19595.0,2537.0
1392,sgharo,27623,874,,,,,,,,
1393,Indraft,27622,863,,,,,,,,
1394,MoreLife420,27601,996,,,,,,,,
1395,CrispNoodlez,27596,1371,,,,,,,,821.0
1396,SpicyHarem,27582,1353,,,,,,,,
1397,Tilt_Speed123,27581,1095,,,,,,,,
1398,Vexatn,27580,1293,,,,,,,,
1399,SQW Elliott,27565,704,,,,,,,,
1400,I miss her,27562,1648,,,,,,,,
1401,Nyxde,27549,954,,,,,,,,
1402,A Sparkler lol2,27544,710,,,,,,,,
1403,Its chase9490,27542,807,,,,,,,,
1404,By Joup,27535,762,,,,,,,,
1405,DanyPhantom,27524,1316,,,,,,,,
1406,TobiiiUchiha,27511,902,,,,,,,,
1407,TheeMeanie,27510,870,,,,,,,,
1408,vPhaeTTV,27508,1176,,,,,11362783.0,,,
1409,petesuss,27503,1067,,,,,,,,
1410,ireversibile,27500,1803,,,,,,49880.0,,1572.0
1411,ImNotBlest,27494,604,,5.0,,,,,,
1411,I yeet gas,27494,1878,,,250.0,2106.0,,,,
1411,Geograsp_,27494,571,,,,,,,,
1414,_V1per,27491,845,,,,,,,,
1415,ttvDeekSauce17,27488,821,,13.0,,,,,,
1416,Havakee,27475,161,,,,,,,,
1417,iDoobieSweatin,27463,3170,72063.0,,,2633.0,,70693.0,,
1418,avenancio,27460,795,,,,,,,,
1419,EWAGERS,27456,865,,,,2847.0,,,,
1420,x_xVoiid,27452,1150,,,,,,,,
1421,CALBURGER,27446,1220,,,337.0,,,,,
1422,Tillybillie,27434,2971,,,,,10783590.0,,,
1423,SPICYTACOS500,27426,838,,,,,,,,
1424,ALemonPulledUp,27403,1143,,,,,9707701.0,,,
1424,Lavke,27403,675,,,,,,,,
1426,Iridescent Sugar,27400,1116,,,,,,,,
1427,Apex Legend,27387,622,,16.0,,,,,,
1428,Lonesome_Sensei,27379,975,,105.0,,,10413359.0,,11624.0,1252.0
1428,Nakfa,27379,862,,,,,,,,
1428,aisu323,27379,956,,,,,,,,
1431,Realize sK,27378,802,,,,,,,,
1432,GREENLAWSttv,27369,797,,,,,,,,
1433,Jaguar1421,27348,1196,,,,,,,,
1434,rnezr,27347,461,,,,,,,,
1435,TTK Twinkle,27343,733,,,,,,,,
1436,AwkwardTechBro,27335,2482,47754.0,50.0,,,13998422.0,,,
1437,Rusto,27332,592,,,,,,,,
1438,Grammypoo,27293,2251,,,,2939.0,9396453.0,38481.0,,
1438,ZENABYYY,27293,889,,,,,,,,
1440,P1 Kaede,27290,2032,,,,,,,,
1441,mr_hella_omega,27278,1923,,,,,,,,
1442,@scyzza,27275,1690,,,,,,,,
1443,bapelogo,27269,1127,,,,,,,,
1444,zorys,27264,875,,,,,,,,
1444,westremabcya,27264,851,,,,,,,,
1446,Viccccbxo,27257,2141,,,,,,,12569.0,1878.0
1447,NS G3ARNUTS,27255,1931,,,,2660.0,,38951.0,11536.0,
1448,iiRockYou_,27253,3222,53622.0,,,,14743257.0,,11478.0,
1449,iiTzBUNGEExGUM,27248,1149,,,,,,,,
1450,iDemops,27240,1310,,,,,,,,
1451,Mr Kardiac,27235,773,,,,,,,,
1452,m k y,27234,884,,,,,,,,
1452,D3adAssas1n-,27234,965,,,,,,,,
1454,HydratedEagle6,27232,2477,,,,,10493504.0,,,
1454,AxAC_,27232,2874,69679.0,,,,17024853.0,,14546.0,5270.0
1456,will3cold,27228,787,,,,,,,,
1456,Wraith9446,27228,769,,,,,,,,
1458,IBigNickI,27217,2821,41605.0,,,,11176599.0,44555.0,,
1459,rGanta,27204,1440,43817.0,,388.0,2634.0,12109880.0,62624.0,,1650.0
1460,III_MERKCAP_III,27199,878,,,,,,,,
1461,ACE7,27195,2853,100049.0,,,1766.0,22544303.0,143444.0,,
1462,itzz9kpk,27193,827,,,,,,,,
1463,gat0rsfan11,27189,1118,,,,,,,,
1463,Hi zubin,27189,1195,,,,,,,13820.0,2685.0
1465,CaliShowNoMercy,27174,1515,,,69.0,,,,,
1466,ZG MONSOON,27165,107,,,,,,,,
1467,Drewford23,27164,348,,,,,,,,
1468,lilevil1000,27152,1163,,,,,,,,
1469,Barmxzi,27149,1496,,,,,,42053.0,,
1470,YTj0shmu13,27146,1064,,,,,,,,
1471,forunstop13,27141,1412,,,,,,,,
1472,ItzMimicTv,27137,786,,,,,,,,
1473,Volyumes,27136,169,,,,,,,,
1474,MayxrBubbles,27135,2461,,,,,,,,
1475,JalenMVPHrtz,27130,1496,,,,,,,,
1476,Handy Andy,27121,740,,,,,,,,
1477,DrPlagueXD,27120,736,,,,,,,,
1478,MKrumy,27119,757,,,,,,,,
1479,AstroZombae,27115,731,,,,,,,,
